,From,From_ID,Long,Lat,Place_ID,To,Year,Count
1,Accra,1,-0.1869644,5.6037168,,"Bahia, port unspecified",1811,1
2,Accra,1,-0.1869644,5.6037168,,,1800,1
3,Accra,1,-0.1869644,5.6037168,,,1799,1
4,Accra,1,-0.1869644,5.6037168,,"Barbados, port unspecified",1674,1
5,Accra,1,-0.1869644,5.6037168,,Havana,1805,1
6,Accra,1,-0.1869644,5.6037168,,Kingston,1710,1
7,Accra,1,-0.1869644,5.6037168,,Cap Francais,1784,1
8,Accra,1,-0.1869644,5.6037168,,,1796,1
9,Accra,1,-0.1869644,5.6037168,,Kingston,1808,1
10,Accra,1,-0.1869644,5.6037168,,"Pernambuco, port unspecified",1643,1
11,Accra,1,-0.1869644,5.6037168,,Leogane,1790,1
12,Accra,1,-0.1869644,5.6037168,,Havana,1821,1
13,Accra,1,-0.1869644,5.6037168,,"Martinique, port unspecified",1749,1
14,Accra,1,-0.1869644,5.6037168,,Leogane,1788,1
15,Accra,1,-0.1869644,5.6037168,,Kingston,1808,1
16,Accra,1,-0.1869644,5.6037168,,Kingston,1804,1
17,Accra,1,-0.1869644,5.6037168,,"Barbados, port unspecified",1674,1
18,Accra,1,-0.1869644,5.6037168,,Cap Francais,1786,1
19,Accra,1,-0.1869644,5.6037168,,Cap Francais,1790,1
20,Accra,1,-0.1869644,5.6037168,,Suriname,1799,1
21,Accra,1,-0.1869644,5.6037168,,Buenos Aires,1718,1
22,Accra,1,-0.1869644,5.6037168,,"Martinique, port unspecified",1714,1
23,Accra,1,-0.1869644,5.6037168,,Cap Francais,1785,1
24,Accra,1,-0.1869644,5.6037168,,Montevideo,1806,1
25,Accra,1,-0.1869644,5.6037168,,Kingston,1806,1
26,Accra,1,-0.1869644,5.6037168,,Demerara,1801,1
27,Accra,1,-0.1869644,5.6037168,,Port-au-Prince,1772,1
28,Accra,1,-0.1869644,5.6037168,,Newcastle (Nevis),1680,1
29,Accra,1,-0.1869644,5.6037168,,Havana,1802,1
30,Accra,1,-0.1869644,5.6037168,,,1798,1
31,Accra,1,-0.1869644,5.6037168,,"Jamaica, port unspecified",1693,1
32,Accra,1,-0.1869644,5.6037168,,"Bahia, port unspecified",1809,1
33,Accra,1,-0.1869644,5.6037168,,,1799,1
34,Accra,1,-0.1869644,5.6037168,,"Barbados, port unspecified",1693,1
35,Accra,1,-0.1869644,5.6037168,,Suriname,1796,1
36,Accra,1,-0.1869644,5.6037168,,Cap Francais,1785,1
37,Accra,1,-0.1869644,5.6037168,,,1795,1
38,Accra,1,-0.1869644,5.6037168,,,1799,1
39,Accra,1,-0.1869644,5.6037168,,"Americas, port unspecified",1725,1
40,Accra,1,-0.1869644,5.6037168,,Saint-Marc,1766,1
41,Accra,1,-0.1869644,5.6037168,,,1749,1
42,Accra,1,-0.1869644,5.6037168,,Demerara,1806,1
43,Accra,1,-0.1869644,5.6037168,,Montego Bay,1777,1
44,Accra,1,-0.1869644,5.6037168,,Demerara,1805,1
45,Accra,1,-0.1869644,5.6037168,,"Bahia, port unspecified",1815,1
46,Accra,1,-0.1869644,5.6037168,,Curacao,1707,1
47,Accra,1,-0.1869644,5.6037168,,Montevideo,1806,1
48,Accra,1,-0.1869644,5.6037168,,Curacao,1728,1
49,Accra,1,-0.1869644,5.6037168,,Leogane,1740,1
50,Accra,1,-0.1869644,5.6037168,,Essequibo,1715,1
51,Accra,1,-0.1869644,5.6037168,,"Martinique, port unspecified",1751,1
52,Accra,1,-0.1869644,5.6037168,,Suriname,1807,1
53,Accra,1,-0.1869644,5.6037168,,Cap Francais,1771,1
54,Accra,1,-0.1869644,5.6037168,,"Jamaica, port unspecified",1776,1
55,Accra,1,-0.1869644,5.6037168,,Demerara,1800,1
56,Accra,1,-0.1869644,5.6037168,,Curacao,1706,1
57,Accra,1,-0.1869644,5.6037168,,,1796,1
58,Accra,1,-0.1869644,5.6037168,,Leogane,1752,1
59,Accra,1,-0.1869644,5.6037168,,Demerara,1807,1
60,Accra,1,-0.1869644,5.6037168,,Zion Hill,1796,1
61,Accra,1,-0.1869644,5.6037168,,Cap Francais,1787,1
62,Accra,1,-0.1869644,5.6037168,,Demerara,1805,1
63,Ambriz,3,13.1192563,-7.863084,,Buenos Aires,1828,1
64,Ambriz,3,13.1192563,-7.863084,,Kingston,1797,1
65,Ambriz,3,13.1192563,-7.863084,,St. Helena,1841,1
66,Ambriz,3,13.1192563,-7.863084,,Freetown,1857,1
67,Ambriz,3,13.1192563,-7.863084,,"Grenada, port unspecified",1792,1
68,Ambriz,3,13.1192563,-7.863084,,"Cuba, south coast",1858,1
69,Ambriz,3,13.1192563,-7.863084,,Havana,1795,1
70,Ambriz,3,13.1192563,-7.863084,,Macae,1845,1
71,Ambriz,3,13.1192563,-7.863084,,"Dominica, port unspecified",1788,1
72,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1848,1
73,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
74,Ambriz,3,13.1192563,-7.863084,,"Dominica, port unspecified",1796,1
75,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
76,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
77,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
78,Ambriz,3,13.1192563,-7.863084,,Havana,1795,1
79,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
80,Ambriz,3,13.1192563,-7.863084,,,1846,1
81,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1825,1
82,Ambriz,3,13.1192563,-7.863084,,St. Helena,1850,1
83,Ambriz,3,13.1192563,-7.863084,,"Dominica, port unspecified",1789,1
84,Ambriz,3,13.1192563,-7.863084,,Cabo Frio,1848,1
85,Ambriz,3,13.1192563,-7.863084,,St. Helena,1841,1
86,Ambriz,3,13.1192563,-7.863084,,"Dominica, port unspecified",1787,1
87,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
88,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1833,1
89,Ambriz,3,13.1192563,-7.863084,,Kingston,1795,1
90,Ambriz,3,13.1192563,-7.863084,,"Tortola, port unspecified",1796,1
91,Ambriz,3,13.1192563,-7.863084,,Havana,1828,1
92,Ambriz,3,13.1192563,-7.863084,,Havana,1820,1
93,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
94,Ambriz,3,13.1192563,-7.863084,,Port-au-Prince,1787,1
95,Ambriz,3,13.1192563,-7.863084,,"Barbados, port unspecified",1794,1
96,Ambriz,3,13.1192563,-7.863084,,Campos,1850,1
97,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1789,1
98,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
99,Ambriz,3,13.1192563,-7.863084,,"Pernambuco, port unspecified",1827,1
100,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
101,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
102,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
103,Ambriz,3,13.1192563,-7.863084,,Kingston,1793,1
104,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
105,Ambriz,3,13.1192563,-7.863084,,Sao Sebastiao,1840,1
106,Ambriz,3,13.1192563,-7.863084,,Campos,1850,1
107,Ambriz,3,13.1192563,-7.863084,,Sao Sebastiao,1840,1
108,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
109,Ambriz,3,13.1192563,-7.863084,,Campos,1842,1
110,Ambriz,3,13.1192563,-7.863084,,"Cuba, port unspecified",1837,1
111,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
112,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
113,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1839,1
114,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1826,1
115,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
116,Ambriz,3,13.1192563,-7.863084,,"Pernambuco, port unspecified",1826,1
117,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1825,1
118,Ambriz,3,13.1192563,-7.863084,,Macae,1840,1
119,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
120,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
121,Ambriz,3,13.1192563,-7.863084,,Leogane,1787,1
122,Ambriz,3,13.1192563,-7.863084,,"Barbados, port unspecified",1799,1
123,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
124,Ambriz,3,13.1192563,-7.863084,,Santos,1850,1
125,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1826,1
126,Ambriz,3,13.1192563,-7.863084,,Macae,1843,1
127,Ambriz,3,13.1192563,-7.863084,,Kingston,1798,1
128,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
129,Ambriz,3,13.1192563,-7.863084,,"Cuba, port unspecified",1818,1
130,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
131,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro province,1850,1
132,Ambriz,3,13.1192563,-7.863084,,,1850,1
133,Ambriz,3,13.1192563,-7.863084,,"Dominica, port unspecified",1786,1
134,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
135,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
136,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
137,Ambriz,3,13.1192563,-7.863084,,Macae,1845,1
138,Ambriz,3,13.1192563,-7.863084,,"Martinique, port unspecified",1798,1
139,Ambriz,3,13.1192563,-7.863084,,"USA, location unspecified",1844,1
140,Ambriz,3,13.1192563,-7.863084,,,1843,1
141,Ambriz,3,13.1192563,-7.863084,,Kingston,1793,1
142,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1839,1
143,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
144,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
145,Ambriz,3,13.1192563,-7.863084,,"Cuba, port unspecified",1836,1
146,Ambriz,3,13.1192563,-7.863084,,Havana,1819,1
147,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
148,Ambriz,3,13.1192563,-7.863084,,Campos,1841,1
149,Ambriz,3,13.1192563,-7.863084,,Havana,1817,1
150,Ambriz,3,13.1192563,-7.863084,,Havana,1794,1
151,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
152,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
153,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1789,1
154,Ambriz,3,13.1192563,-7.863084,,St. Helena,1846,1
155,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
156,Ambriz,3,13.1192563,-7.863084,,Guanimar,1839,1
157,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
158,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
159,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
160,Ambriz,3,13.1192563,-7.863084,,Campos,1841,1
161,Ambriz,3,13.1192563,-7.863084,,Campos,1845,1
162,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1827,1
163,Ambriz,3,13.1192563,-7.863084,,"Grenada, port unspecified",1791,1
164,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
165,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1790,1
166,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
167,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1823,1
168,Ambriz,3,13.1192563,-7.863084,,Havana,1819,1
169,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1825,1
170,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
171,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
172,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
173,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
174,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
175,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
176,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
177,Ambriz,3,13.1192563,-7.863084,,St. Helena,1849,1
178,Ambriz,3,13.1192563,-7.863084,,Kingston,1795,1
179,Ambriz,3,13.1192563,-7.863084,,Kingston,1793,1
180,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1820,1
181,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
182,Ambriz,3,13.1192563,-7.863084,,Rappahannock,1752,1
183,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1823,1
184,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
185,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1839,1
186,Ambriz,3,13.1192563,-7.863084,,Campos,1844,1
187,Ambriz,3,13.1192563,-7.863084,,St. Helena,1846,1
188,Ambriz,3,13.1192563,-7.863084,,Kingston,1795,1
189,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
190,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
191,Ambriz,3,13.1192563,-7.863084,,Havana,1831,1
192,Ambriz,3,13.1192563,-7.863084,,St. Helena,1842,1
193,Ambriz,3,13.1192563,-7.863084,,St. Helena,1849,1
194,Ambriz,3,13.1192563,-7.863084,,"Rio de Janeiro, Sao Paulo, Santa Catarina",1848,1
195,Ambriz,3,13.1192563,-7.863084,,Buenos Aires,1828,1
196,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1825,1
197,Ambriz,3,13.1192563,-7.863084,,Macae,1846,1
198,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
199,Ambriz,3,13.1192563,-7.863084,,Freetown,1812,1
200,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1789,1
201,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
202,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
203,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro province,1835,1
204,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro province,1835,1
205,Ambriz,3,13.1192563,-7.863084,,Macae,1847,1
206,Ambriz,3,13.1192563,-7.863084,,Port-au-Prince,1792,1
207,Ambriz,3,13.1192563,-7.863084,,Sao Sebastiao,1839,1
208,Ambriz,3,13.1192563,-7.863084,,"French Caribbean, colony unspecified",1795,1
209,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1823,1
210,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
211,Ambriz,3,13.1192563,-7.863084,,Ponta Negro,1836,1
212,Ambriz,3,13.1192563,-7.863084,,"Grenada, port unspecified",1792,1
213,Ambriz,3,13.1192563,-7.863084,,,1839,1
214,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1841,1
215,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
216,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
217,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1825,1
218,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
219,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1827,1
220,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
221,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
222,Ambriz,3,13.1192563,-7.863084,,Campos,1845,1
223,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1836,1
224,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
225,Ambriz,3,13.1192563,-7.863084,,Ilha Grande,1850,1
226,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1821,1
227,Ambriz,3,13.1192563,-7.863084,,"Cuba, port unspecified",1831,1
228,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
229,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1812,1
230,Ambriz,3,13.1192563,-7.863084,,"Bahamas, port unspecified",1834,1
231,Ambriz,3,13.1192563,-7.863084,,Kingston,1796,1
232,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
233,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
234,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1825,1
235,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
236,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1825,1
237,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
238,Ambriz,3,13.1192563,-7.863084,,St. Helena,1863,1
239,Ambriz,3,13.1192563,-7.863084,,Basse-Terre,1792,1
240,Ambriz,3,13.1192563,-7.863084,,"Pernambuco, port unspecified",1829,1
241,Ambriz,3,13.1192563,-7.863084,,Campos,1841,1
242,Ambriz,3,13.1192563,-7.863084,,Trinidad de Cuba,1854,1
243,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1790,1
244,Ambriz,3,13.1192563,-7.863084,,"Hispaniola, unspecified",1788,1
245,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1822,1
246,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1787,1
247,Ambriz,3,13.1192563,-7.863084,,Kingston,1796,1
248,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1820,1
249,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro province,1837,1
250,Ambriz,3,13.1192563,-7.863084,,Berbice,1799,1
251,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
252,Ambriz,3,13.1192563,-7.863084,,"Pernambuco, port unspecified",1829,1
253,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1827,1
254,Ambriz,3,13.1192563,-7.863084,,St. Helena,1841,1
255,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
256,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1830,1
257,Ambriz,3,13.1192563,-7.863084,,Kingston,1799,1
258,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1830,1
259,Ambriz,3,13.1192563,-7.863084,,St. Helena,1842,1
260,Ambriz,3,13.1192563,-7.863084,,,1852,1
261,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro province,1837,1
262,Ambriz,3,13.1192563,-7.863084,,Campos,1841,1
263,Ambriz,3,13.1192563,-7.863084,,Campos,1841,1
264,Ambriz,3,13.1192563,-7.863084,,"Pernambuco, port unspecified",1839,1
265,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
266,Ambriz,3,13.1192563,-7.863084,,Maranhao,1827,1
267,Ambriz,3,13.1192563,-7.863084,,Kingston,1794,1
268,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1828,1
269,Ambriz,3,13.1192563,-7.863084,,"Grenada, port unspecified",1790,1
270,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
271,Ambriz,3,13.1192563,-7.863084,,"Grenada, port unspecified",1792,1
272,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
273,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1838,1
274,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
275,Ambriz,3,13.1192563,-7.863084,,"Barbados, port unspecified",1799,1
276,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1821,1
277,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
278,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
279,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1825,1
280,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1828,1
281,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
282,Ambriz,3,13.1192563,-7.863084,,"Martinique, port unspecified",1799,1
283,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
284,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1826,1
285,Ambriz,3,13.1192563,-7.863084,,Cap Francais,1790,1
286,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
287,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
288,Ambriz,3,13.1192563,-7.863084,,Marica,1838,1
289,Ambriz,3,13.1192563,-7.863084,,St. Helena,1849,1
290,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1819,1
291,Ambriz,3,13.1192563,-7.863084,,St. Helena,1849,1
292,Ambriz,3,13.1192563,-7.863084,,Kingston,1795,1
293,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
294,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
295,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1827,1
296,Ambriz,3,13.1192563,-7.863084,,"Pernambuco, port unspecified",1820,1
297,Ambriz,3,13.1192563,-7.863084,,Montevideo,1805,1
298,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1825,1
299,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
300,Ambriz,3,13.1192563,-7.863084,,,1820,1
301,Ambriz,3,13.1192563,-7.863084,,"Bahia, port unspecified",1827,1
302,Ambriz,3,13.1192563,-7.863084,,Kingston,1796,1
303,Ambriz,3,13.1192563,-7.863084,,Freetown,1847,1
304,Ambriz,3,13.1192563,-7.863084,,"Cuba, port unspecified",1853,1
305,Ambriz,3,13.1192563,-7.863084,,Cardenas,1859,1
306,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1830,1
307,Ambriz,3,13.1192563,-7.863084,,Freetown,1843,1
308,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1824,1
309,Ambriz,3,13.1192563,-7.863084,,Sao Sebastiao,1839,1
310,Ambriz,3,13.1192563,-7.863084,,Demerara,1797,1
311,Ambriz,3,13.1192563,-7.863084,,Saint John (Antigua),1815,1
312,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1826,1
313,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1825,1
314,Ambriz,3,13.1192563,-7.863084,,Rio de Janeiro,1829,1
315,Ardra,13,2.100833333,6.082866667,,Curacao,1671,1
316,Ardra,13,2.100833333,6.082866667,,"British Caribbean, colony unspecified",1680,1
317,Ardra,13,2.100833333,6.082866667,,Curacao,1667,1
318,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1664,1
319,Ardra,13,2.100833333,6.082866667,,"Martinique, port unspecified",1668,1
320,Ardra,13,2.100833333,6.082866667,,Curacao,1671,1
321,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1640,1
322,Ardra,13,2.100833333,6.082866667,,Cap Francais,1784,1
323,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1663,1
324,Ardra,13,2.100833333,6.082866667,,Curacao,1680,1
325,Ardra,13,2.100833333,6.082866667,,Curacao,1689,1
326,Ardra,13,2.100833333,6.082866667,,Veracruz,1617,1
327,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1641,1
328,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1686,1
329,Ardra,13,2.100833333,6.082866667,,Rio de la Hacha,1659,1
330,Ardra,13,2.100833333,6.082866667,,"Americas, port unspecified",1685,1
331,Ardra,13,2.100833333,6.082866667,,Curacao,1686,1
332,Ardra,13,2.100833333,6.082866667,,"Jamaica, port unspecified",1681,1
333,Ardra,13,2.100833333,6.082866667,,Suriname,1683,1
334,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1663,1
335,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1678,1
336,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1654,1
337,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1681,1
338,Ardra,13,2.100833333,6.082866667,,Curacao,1687,1
339,Ardra,13,2.100833333,6.082866667,,Curacao,1669,1
340,Ardra,13,2.100833333,6.082866667,,Suriname,1691,1
341,Ardra,13,2.100833333,6.082866667,,"Jamaica, port unspecified",1675,1
342,Ardra,13,2.100833333,6.082866667,,Curacao,1695,1
343,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1664,1
344,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1640,1
345,Ardra,13,2.100833333,6.082866667,,Curacao,1681,1
346,Ardra,13,2.100833333,6.082866667,,Suriname,1688,1
347,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1676,1
348,Ardra,13,2.100833333,6.082866667,,Curacao,1671,1
349,Ardra,13,2.100833333,6.082866667,,"Hispaniola, unspecified",1649,1
350,Ardra,13,2.100833333,6.082866667,,"Americas, port unspecified",1667,1
351,Ardra,13,2.100833333,6.082866667,,Curacao,1668,1
352,Ardra,13,2.100833333,6.082866667,,"Jamaica, port unspecified",1674,1
353,Ardra,13,2.100833333,6.082866667,,Curacao,1676,1
354,Ardra,13,2.100833333,6.082866667,,Curacao,1670,1
355,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1640,1
356,Ardra,13,2.100833333,6.082866667,,Suriname,1696,1
357,Ardra,13,2.100833333,6.082866667,,Curacao,1660,1
358,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1642,1
359,Ardra,13,2.100833333,6.082866667,,Portobelo,1659,1
360,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1641,1
361,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1638,1
362,Ardra,13,2.100833333,6.082866667,,Curacao,1686,1
363,Ardra,13,2.100833333,6.082866667,,"Jamaica, port unspecified",1681,1
364,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1639,1
365,Ardra,13,2.100833333,6.082866667,,Suriname,1719,1
366,Ardra,13,2.100833333,6.082866667,,"Jamaica, port unspecified",1679,1
367,Ardra,13,2.100833333,6.082866667,,Cartagena,1619,1
368,Ardra,13,2.100833333,6.082866667,,,1660,1
369,Ardra,13,2.100833333,6.082866667,,Portobelo,1669,1
370,Ardra,13,2.100833333,6.082866667,,Cartagena,1656,1
371,Ardra,13,2.100833333,6.082866667,,Suriname,1682,1
372,Ardra,13,2.100833333,6.082866667,,,1682,1
373,Ardra,13,2.100833333,6.082866667,,Curacao,1663,1
374,Ardra,13,2.100833333,6.082866667,,Cartagena,1620,1
375,Ardra,13,2.100833333,6.082866667,,Cartagena,1621,1
376,Ardra,13,2.100833333,6.082866667,,Cartagena,1619,1
377,Ardra,13,2.100833333,6.082866667,,"Pernambuco, port unspecified",1637,1
378,Ardra,13,2.100833333,6.082866667,,Curacao,1665,1
379,Ardra,13,2.100833333,6.082866667,,Suriname,1697,1
380,Ardra,13,2.100833333,6.082866667,,Curacao,1663,1
381,Ardra,13,2.100833333,6.082866667,,"Barbados, port unspecified",1667,1
382,Ardra,13,2.100833333,6.082866667,,Cartagena,1623,1
383,Ardra,13,2.100833333,6.082866667,,"Martinique, port unspecified",1667,1
384,Ardra,13,2.100833333,6.082866667,,Curacao,1669,1
385,Ardra,13,2.100833333,6.082866667,,Basse-Terre,1666,1
386,Ardra,13,2.100833333,6.082866667,,Port-au-Prince,1785,1
387,Ardra,13,2.100833333,6.082866667,,Suriname,1698,1
