From_ID,From,To_ID,To,Year,Count
335,"Windward Coast, port unspecified",104,Demerara,1805,1
1,Accra,104,Demerara,1805,2
125,Gallinhas,104,Demerara,1805,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",104,Demerara,1805,1
131,"Gold Coast, port unspecified",104,Demerara,1805,2
88,Congo River,104,Demerara,1805,1
334,Windward Coast (Nunez - Assini),104,Demerara,1805,3
167,"Lagos, Onim",104,Demerara,1805,4
71,Cape Coast Castle,104,Demerara,1805,1
263,Rio Pongo,104,Demerara,1805,1
88,Congo River,142,Havana,1805,1
204,Mozambique,142,Havana,1805,2
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1805,1
125,Gallinhas,142,Havana,1805,1
1,Accra,142,Havana,1805,1
126,Gambia,142,Havana,1805,1
148,Iles de Los,142,Havana,1805,1
63,Calabar,160,Kingston,1805,2
131,"Gold Coast, port unspecified",160,Kingston,1805,2
42,Bonny,160,Kingston,1805,8
88,Congo River,160,Kingston,1805,1
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1805,3
131,"Gold Coast, port unspecified",161,Kingston (Demerera),1805,1
88,Congo River,201,Montevideo,1805,2
57,Cabinda,201,Montevideo,1805,1
204,Mozambique,201,Montevideo,1805,4
3,Ambriz,201,Montevideo,1805,1
186,Malembo,201,Montevideo,1805,1
175,Loango,201,Montevideo,1805,4
287,Sherbro,201,Montevideo,1805,1
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1805,1
131,"Gold Coast, port unspecified",201,Montevideo,1805,1
88,Congo River,207,Nassau,1805,1
88,Congo River,213,New Orleans,1805,1
29,Benguela,258,Rio de Janeiro,1805,16
204,Mozambique,258,Rio de Janeiro,1805,4
126,Gambia,307,St. Thomas,1805,1
42,Bonny,31,Berbice,1806,1
167,"Lagos, Onim",31,Berbice,1806,1
88,Congo River,54,Buenos Aires,1806,1
204,Mozambique,74,Cape of Good Hope,1806,4
167,"Lagos, Onim",85,Charleston,1806,1
263,Rio Pongo,85,Charleston,1806,13
88,Congo River,85,Charleston,1806,12
175,Loango,85,Charleston,1806,1
329,"West Central Africa and St. Helena, port unspecified",85,Charleston,1806,1
126,Gambia,85,Charleston,1806,2
335,"Windward Coast, port unspecified",85,Charleston,1806,2
148,Iles de Los,85,Charleston,1806,5
131,"Gold Coast, port unspecified",85,Charleston,1806,6
334,Windward Coast (Nunez - Assini),85,Charleston,1806,1
71,Cape Coast Castle,85,Charleston,1806,3
113,Elmina,85,Charleston,1806,1
204,Mozambique,85,Charleston,1806,1
42,Bonny,85,Charleston,1806,1
286,"Senegambia and offshore Atlantic, port unspecified",85,Charleston,1806,1
87,Congo North,85,Charleston,1806,5
57,Cabinda,85,Charleston,1806,1
329,"West Central Africa and St. Helena, port unspecified",99,Cumingsberg,1806,1
1,Accra,104,Demerara,1806,1
335,"Windward Coast, port unspecified",104,Demerara,1806,1
88,Congo River,104,Demerara,1806,2
263,Rio Pongo,104,Demerara,1806,1
71,Cape Coast Castle,104,Demerara,1806,1
131,"Gold Coast, port unspecified",104,Demerara,1806,1
167,"Lagos, Onim",104,Demerara,1806,1
71,Cape Coast Castle,142,Havana,1806,1
88,Congo River,142,Havana,1806,2
263,Rio Pongo,142,Havana,1806,2
131,"Gold Coast, port unspecified",142,Havana,1806,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1806,2
64,Cameroons,160,Kingston,1806,1
42,Bonny,160,Kingston,1806,8
63,Calabar,160,Kingston,1806,1
131,"Gold Coast, port unspecified",160,Kingston,1806,2
71,Cape Coast Castle,160,Kingston,1806,4
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1806,2
124,Gabon,160,Kingston,1806,1
1,Accra,160,Kingston,1806,1
42,Bonny,200,Montego Bay,1806,1
335,"Windward Coast, port unspecified",200,Montego Bay,1806,1
255,Quilimane,201,Montevideo,1806,1
204,Mozambique,201,Montevideo,1806,6
88,Congo River,201,Montevideo,1806,1
263,Rio Pongo,201,Montevideo,1806,1
131,"Gold Coast, port unspecified",201,Montevideo,1806,1
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1806,2
175,Loango,201,Montevideo,1806,3
337,Zanzibar,201,Montevideo,1806,1
1,Accra,201,Montevideo,1806,2
29,Benguela,258,Rio de Janeiro,1806,7
204,Mozambique,258,Rio de Janeiro,1806,5
131,"Gold Coast, port unspecified",283,Savanna la Mar,1806,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",307,St. Thomas,1806,1
64,Cameroons,307,St. Thomas,1806,1
329,"West Central Africa and St. Helena, port unspecified",307,St. Thomas,1806,1
88,Congo River,27,Beaufort,1807,1
186,Malembo,31,Berbice,1807,1
204,Mozambique,74,Cape of Good Hope,1807,1
113,Elmina,74,Cape of Good Hope,1807,1
175,Loango,83,Cayenne,1807,1
88,Congo River,85,Charleston,1807,17
334,Windward Coast (Nunez - Assini),85,Charleston,1807,2
329,"West Central Africa and St. Helena, port unspecified",85,Charleston,1807,1
42,Bonny,85,Charleston,1807,3
175,Loango,85,Charleston,1807,6
126,Gambia,85,Charleston,1807,9
113,Elmina,85,Charleston,1807,1
71,Cape Coast Castle,85,Charleston,1807,1
286,"Senegambia and offshore Atlantic, port unspecified",85,Charleston,1807,1
263,Rio Pongo,85,Charleston,1807,13
131,"Gold Coast, port unspecified",85,Charleston,1807,12
57,Cabinda,85,Charleston,1807,4
287,Sherbro,85,Charleston,1807,1
148,Iles de Los,85,Charleston,1807,14
87,Congo North,85,Charleston,1807,1
250,Princes Island,85,Charleston,1807,2
124,Gabon,104,Demerara,1807,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",104,Demerara,1807,1
1,Accra,104,Demerara,1807,1
88,Congo River,104,Demerara,1807,1
42,Bonny,104,Demerara,1807,1
131,"Gold Coast, port unspecified",104,Demerara,1807,1
334,Windward Coast (Nunez - Assini),104,Demerara,1807,2
88,Congo River,123,"French Caribbean, colony unspecified",1807,1
63,Calabar,160,Kingston,1807,3
175,Loango,160,Kingston,1807,1
42,Bonny,160,Kingston,1807,15
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",160,Kingston,1807,1
334,Windward Coast (Nunez - Assini),160,Kingston,1807,2
88,Congo River,160,Kingston,1807,3
212,New Calabar,160,Kingston,1807,5
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1807,2
64,Cameroons,160,Kingston,1807,2
57,Cabinda,160,Kingston,1807,1
131,"Gold Coast, port unspecified",160,Kingston,1807,12
72,Cape Lahou,160,Kingston,1807,1
167,"Lagos, Onim",160,Kingston,1807,5
71,Cape Coast Castle,160,Kingston,1807,2
131,"Gold Coast, port unspecified",178,Louisiana,1807,1
42,Bonny,200,Montego Bay,1807,3
131,"Gold Coast, port unspecified",200,Montego Bay,1807,1
204,Mozambique,201,Montevideo,1807,1
88,Congo River,213,New Orleans,1807,3
204,Mozambique,213,New Orleans,1807,1
29,Benguela,258,Rio de Janeiro,1807,9
153,Inhambane,258,Rio de Janeiro,1807,1
204,Mozambique,258,Rio de Janeiro,1807,3
42,Bonny,271,Saint Ann's Bay,1807,1
329,"West Central Africa and St. Helena, port unspecified",277,Santiago de Cuba,1807,1
42,Bonny,277,Santiago de Cuba,1807,1
175,Loango,284,Savannah,1807,1
329,"West Central Africa and St. Helena, port unspecified",307,St. Thomas,1807,1
175,Loango,52,"British Caribbean, colony unspecified",1808,1
204,Mozambique,74,Cape of Good Hope,1808,3
88,Congo River,85,Charleston,1808,1
126,Gambia,85,Charleston,1808,1
263,Rio Pongo,85,Charleston,1808,1
42,Bonny,104,Demerara,1808,1
88,Congo River,104,Demerara,1808,2
131,"Gold Coast, port unspecified",104,Demerara,1808,1
88,Congo River,118,Falmouth (Jam.),1808,1
335,"Windward Coast, port unspecified",118,Falmouth (Jam.),1808,1
263,Rio Pongo,142,Havana,1808,1
148,Iles de Los,142,Havana,1808,1
42,Bonny,160,Kingston,1808,3
88,Congo River,160,Kingston,1808,1
1,Accra,160,Kingston,1808,2
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1808,1
131,"Gold Coast, port unspecified",160,Kingston,1808,3
204,Mozambique,178,Louisiana,1808,1
124,Gabon,200,Montego Bay,1808,1
204,Mozambique,201,Montevideo,1808,1
255,Quilimane,258,Rio de Janeiro,1808,1
29,Benguela,258,Rio de Janeiro,1808,7
153,Inhambane,258,Rio de Janeiro,1808,1
204,Mozambique,258,Rio de Janeiro,1808,4
57,Cabinda,258,Rio de Janeiro,1808,1
175,Loango,142,Havana,1809,1
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1809,1
63,Calabar,258,Rio de Janeiro,1809,1
29,Benguela,258,Rio de Janeiro,1809,12
153,Inhambane,258,Rio de Janeiro,1809,1
204,Mozambique,258,Rio de Janeiro,1809,3
57,Cabinda,258,Rio de Janeiro,1809,2
39,Bissau,83,Cayenne,1810,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1810,1
175,Loango,142,Havana,1810,3
126,Gambia,142,Havana,1810,1
57,Cabinda,142,Havana,1810,1
204,Mozambique,201,Montevideo,1810,4
42,Bonny,258,Rio de Janeiro,1810,1
29,Benguela,258,Rio de Janeiro,1810,12
93,Costa da Mina,258,Rio de Janeiro,1810,1
63,Calabar,258,Rio de Janeiro,1810,1
204,Mozambique,258,Rio de Janeiro,1810,1
186,Malembo,258,Rio de Janeiro,1810,1
57,Cabinda,258,Rio de Janeiro,1810,8
124,Gabon,258,Rio de Janeiro,1810,1
175,Loango,258,Rio de Janeiro,1810,1
153,Inhambane,258,Rio de Janeiro,1810,1
175,Loango,142,Havana,1811,2
263,Rio Pongo,142,Havana,1811,1
290,"Sierra Leone, port unspecified",142,Havana,1811,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1811,1
64,Cameroons,142,Havana,1811,1
204,Mozambique,201,Montevideo,1811,1
64,Cameroons,207,Nassau,1811,1
332,Whydah,258,Rio de Janeiro,1811,1
93,Costa da Mina,258,Rio de Janeiro,1811,1
29,Benguela,258,Rio de Janeiro,1811,12
63,Calabar,258,Rio de Janeiro,1811,2
42,Bonny,258,Rio de Janeiro,1811,1
39,Bissau,258,Rio de Janeiro,1811,1
124,Gabon,258,Rio de Janeiro,1811,1
204,Mozambique,258,Rio de Janeiro,1811,5
87,Congo North,258,Rio de Janeiro,1811,1
88,Congo River,258,Rio de Janeiro,1811,2
250,Princes Island,258,Rio de Janeiro,1811,1
57,Cabinda,258,Rio de Janeiro,1811,13
204,Mozambique,74,Cape of Good Hope,1812,2
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",142,Havana,1812,1
63,Calabar,142,Havana,1812,1
65,Cameroons River,258,Rio de Janeiro,1812,2
63,Calabar,258,Rio de Janeiro,1812,1
3,Ambriz,258,Rio de Janeiro,1812,1
87,Congo North,258,Rio de Janeiro,1812,1
29,Benguela,258,Rio de Janeiro,1812,8
175,Loango,258,Rio de Janeiro,1812,1
250,Princes Island,258,Rio de Janeiro,1812,1
88,Congo River,258,Rio de Janeiro,1812,3
204,Mozambique,258,Rio de Janeiro,1812,5
131,"Gold Coast, port unspecified",258,Rio de Janeiro,1812,1
57,Cabinda,258,Rio de Janeiro,1812,18
153,Inhambane,258,Rio de Janeiro,1812,2
167,"Lagos, Onim",258,Rio de Janeiro,1812,1
93,Costa da Mina,142,Havana,1813,1
290,"Sierra Leone, port unspecified",142,Havana,1813,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1813,1
255,Quilimane,258,Rio de Janeiro,1813,1
63,Calabar,258,Rio de Janeiro,1813,2
29,Benguela,258,Rio de Janeiro,1813,11
88,Congo River,258,Rio de Janeiro,1813,1
204,Mozambique,258,Rio de Janeiro,1813,5
57,Cabinda,258,Rio de Janeiro,1813,20
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",142,Havana,1814,1
263,Rio Pongo,142,Havana,1814,2
29,Benguela,258,Rio de Janeiro,1814,8
65,Cameroons River,258,Rio de Janeiro,1814,2
250,Princes Island,258,Rio de Janeiro,1814,1
183,Madagascar,258,Rio de Janeiro,1814,1
131,"Gold Coast, port unspecified",258,Rio de Janeiro,1814,1
204,Mozambique,258,Rio de Janeiro,1814,4
63,Calabar,258,Rio de Janeiro,1814,1
57,Cabinda,258,Rio de Janeiro,1814,14
263,Rio Pongo,263,Rio Pongo,1814,1
204,Mozambique,74,Cape of Good Hope,1815,1
70,Cap Lopez,83,Cayenne,1815,1
335,"Windward Coast, port unspecified",142,Havana,1815,2
250,Princes Island,142,Havana,1815,2
125,Gallinhas,142,Havana,1815,1
263,Rio Pongo,142,Havana,1815,2
29,Benguela,258,Rio de Janeiro,1815,7
204,Mozambique,258,Rio de Janeiro,1815,4
255,Quilimane,258,Rio de Janeiro,1815,1
57,Cabinda,258,Rio de Janeiro,1815,8
212,New Calabar,142,Havana,1816,1
290,"Sierra Leone, port unspecified",142,Havana,1816,1
329,"West Central Africa and St. Helena, port unspecified",142,Havana,1816,1
239,Popo,142,Havana,1816,1
255,Quilimane,258,Rio de Janeiro,1816,1
204,Mozambique,258,Rio de Janeiro,1816,6
29,Benguela,258,Rio de Janeiro,1816,9
175,Loango,258,Rio de Janeiro,1816,1
57,Cabinda,258,Rio de Janeiro,1816,23
93,Costa da Mina,277,Santiago de Cuba,1816,1
204,Mozambique,74,Cape of Good Hope,1817,1
175,Loango,142,Havana,1817,2
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1817,1
125,Gallinhas,142,Havana,1817,2
3,Ambriz,142,Havana,1817,1
204,Mozambique,258,Rio de Janeiro,1817,4
255,Quilimane,258,Rio de Janeiro,1817,1
29,Benguela,258,Rio de Janeiro,1817,7
57,Cabinda,258,Rio de Janeiro,1817,31
125,Gallinhas,284,Savannah,1817,1
39,Bissau,284,Savannah,1817,1
42,Bonny,322,"USA, location unspecified",1817,1
204,Mozambique,74,Cape of Good Hope,1818,1
250,Princes Island,142,Havana,1818,1
125,Gallinhas,142,Havana,1818,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",213,New Orleans,1818,1
183,Madagascar,258,Rio de Janeiro,1818,2
204,Mozambique,258,Rio de Janeiro,1818,7
29,Benguela,258,Rio de Janeiro,1818,5
88,Congo River,258,Rio de Janeiro,1818,1
255,Quilimane,258,Rio de Janeiro,1818,2
186,Malembo,258,Rio de Janeiro,1818,1
57,Cabinda,258,Rio de Janeiro,1818,43
63,Calabar,277,Santiago de Cuba,1818,1
286,"Senegambia and offshore Atlantic, port unspecified",83,Cayenne,1819,1
88,Congo River,142,Havana,1819,1
337,Zanzibar,142,Havana,1819,5
125,Gallinhas,142,Havana,1819,1
3,Ambriz,142,Havana,1819,2
125,Gallinhas,195,Matanzas,1819,1
29,Benguela,258,Rio de Janeiro,1819,5
255,Quilimane,258,Rio de Janeiro,1819,2
204,Mozambique,258,Rio de Janeiro,1819,7
57,Cabinda,258,Rio de Janeiro,1819,23
88,Congo River,258,Rio de Janeiro,1819,5
63,Calabar,123,"French Caribbean, colony unspecified",1820,1
286,"Senegambia and offshore Atlantic, port unspecified",142,Havana,1820,1
70,Cap Lopez,142,Havana,1820,6
175,Loango,142,Havana,1820,2
39,Bissau,142,Havana,1820,1
337,Zanzibar,142,Havana,1820,2
88,Congo River,142,Havana,1820,1
204,Mozambique,142,Havana,1820,1
42,Bonny,142,Havana,1820,1
125,Gallinhas,142,Havana,1820,2
3,Ambriz,142,Havana,1820,1
204,Mozambique,258,Rio de Janeiro,1820,3
255,Quilimane,258,Rio de Janeiro,1820,10
29,Benguela,258,Rio de Janeiro,1820,7
3,Ambriz,258,Rio de Janeiro,1820,1
183,Madagascar,258,Rio de Janeiro,1820,10
57,Cabinda,258,Rio de Janeiro,1820,7
337,Zanzibar,277,Santiago de Cuba,1820,1
42,Bonny,277,Santiago de Cuba,1820,1
57,Cabinda,284,Savannah,1820,1
125,Gallinhas,318,Trinidad de Cuba,1820,1
72,Cape Lahou,318,Trinidad de Cuba,1820,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",83,Cayenne,1821,1
63,Calabar,83,Cayenne,1821,1
42,Bonny,83,Cayenne,1821,1
81,Casamance,96,"Cuba, south coast",1821,1
42,Bonny,142,Havana,1821,1
186,Malembo,142,Havana,1821,1
263,Rio Pongo,142,Havana,1821,1
1,Accra,142,Havana,1821,1
290,"Sierra Leone, port unspecified",227,Paramaribo,1821,1
3,Ambriz,258,Rio de Janeiro,1821,1
29,Benguela,258,Rio de Janeiro,1821,6
65,Cameroons River,258,Rio de Janeiro,1821,1
255,Quilimane,258,Rio de Janeiro,1821,13
204,Mozambique,258,Rio de Janeiro,1821,6
57,Cabinda,258,Rio de Janeiro,1821,9
42,Bonny,277,Santiago de Cuba,1821,1
125,Gallinhas,277,Santiago de Cuba,1821,1
42,Bonny,318,Trinidad de Cuba,1821,2
42,Bonny,83,Cayenne,1822,1
125,Gallinhas,123,"French Caribbean, colony unspecified",1822,1
42,Bonny,142,Havana,1822,3
81,Casamance,142,Havana,1822,1
125,Gallinhas,142,Havana,1822,2
42,Bonny,253,Puerto Padre,1822,1
255,Quilimane,258,Rio de Janeiro,1822,11
204,Mozambique,258,Rio de Janeiro,1822,10
35,Bights,258,Rio de Janeiro,1822,1
29,Benguela,258,Rio de Janeiro,1822,11
57,Cabinda,258,Rio de Janeiro,1822,17
167,"Lagos, Onim",258,Rio de Janeiro,1822,1
88,Congo River,258,Rio de Janeiro,1822,1
42,Bonny,277,Santiago de Cuba,1822,1
125,Gallinhas,277,Santiago de Cuba,1822,2
75,Cape Verde Islands,277,Santiago de Cuba,1822,1
42,Bonny,318,Trinidad de Cuba,1822,1
63,Calabar,71,Cape Coast Castle,1823,1
286,"Senegambia and offshore Atlantic, port unspecified",83,Cayenne,1823,1
290,"Sierra Leone, port unspecified",142,Havana,1823,1
29,Benguela,258,Rio de Janeiro,1823,7
3,Ambriz,258,Rio de Janeiro,1823,3
204,Mozambique,258,Rio de Janeiro,1823,10
65,Cameroons River,258,Rio de Janeiro,1823,1
255,Quilimane,258,Rio de Janeiro,1823,11
186,Malembo,258,Rio de Janeiro,1823,1
57,Cabinda,258,Rio de Janeiro,1823,6
29,Benguela,276,Santa Catarina,1823,1
125,Gallinhas,83,Cayenne,1824,1
183,Madagascar,142,Havana,1824,1
332,Whydah,142,Havana,1824,1
29,Benguela,258,Rio de Janeiro,1824,9
255,Quilimane,258,Rio de Janeiro,1824,8
3,Ambriz,258,Rio de Janeiro,1824,11
204,Mozambique,258,Rio de Janeiro,1824,5
186,Malembo,258,Rio de Janeiro,1824,1
57,Cabinda,258,Rio de Janeiro,1824,11
29,Benguela,262,Rio Grande do Sul Province,1824,1
287,Sherbro,277,Santiago de Cuba,1824,1
42,Bonny,277,Santiago de Cuba,1824,1
42,Bonny,307,St. Thomas,1824,1
57,Cabinda,54,Buenos Aires,1825,1
332,Whydah,56,Cabanas,1825,2
42,Bonny,142,Havana,1825,1
125,Gallinhas,142,Havana,1825,1
33,"Bight of Benin, port unspecified",142,Havana,1825,1
266,River Brass,142,Havana,1825,1
3,Ambriz,258,Rio de Janeiro,1825,6
204,Mozambique,258,Rio de Janeiro,1825,10
29,Benguela,258,Rio de Janeiro,1825,8
57,Cabinda,258,Rio de Janeiro,1825,8
186,Malembo,258,Rio de Janeiro,1825,3
88,Congo River,258,Rio de Janeiro,1825,1
255,Quilimane,258,Rio de Janeiro,1825,8
35,Bights,277,Santiago de Cuba,1825,2
63,Calabar,277,Santiago de Cuba,1825,3
183,Madagascar,277,Santiago de Cuba,1825,1
42,Bonny,277,Santiago de Cuba,1825,2
42,Bonny,307,St. Thomas,1825,2
57,Cabinda,54,Buenos Aires,1826,1
63,Calabar,83,Cayenne,1826,1
125,Gallinhas,83,Cayenne,1826,1
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",207,Nassau,1826,1
3,Ambriz,258,Rio de Janeiro,1826,19
183,Madagascar,258,Rio de Janeiro,1826,1
204,Mozambique,258,Rio de Janeiro,1826,6
186,Malembo,258,Rio de Janeiro,1826,1
29,Benguela,258,Rio de Janeiro,1826,12
57,Cabinda,258,Rio de Janeiro,1826,17
255,Quilimane,258,Rio de Janeiro,1826,7
332,Whydah,258,Rio de Janeiro,1826,1
88,Congo River,258,Rio de Janeiro,1826,4
63,Calabar,277,Santiago de Cuba,1826,2
332,Whydah,277,Santiago de Cuba,1826,1
42,Bonny,277,Santiago de Cuba,1826,1
42,Bonny,307,St. Thomas,1826,1
42,Bonny,318,Trinidad de Cuba,1826,1
125,Gallinhas,22,Banes,1827,1
63,Calabar,142,Havana,1827,1
3,Ambriz,258,Rio de Janeiro,1827,17
204,Mozambique,258,Rio de Janeiro,1827,5
88,Congo River,258,Rio de Janeiro,1827,3
186,Malembo,258,Rio de Janeiro,1827,5
29,Benguela,258,Rio de Janeiro,1827,12
255,Quilimane,258,Rio de Janeiro,1827,4
75,Cape Verde Islands,258,Rio de Janeiro,1827,1
57,Cabinda,258,Rio de Janeiro,1827,22
153,Inhambane,258,Rio de Janeiro,1827,1
29,Benguela,260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1827,1
63,Calabar,277,Santiago de Cuba,1827,1
42,Bonny,301,St. Croix,1827,1
42,Bonny,22,Banes,1828,1
57,Cabinda,54,Buenos Aires,1828,1
3,Ambriz,54,Buenos Aires,1828,2
42,Bonny,142,Havana,1828,1
3,Ambriz,142,Havana,1828,1
3,Ambriz,258,Rio de Janeiro,1828,11
204,Mozambique,258,Rio de Janeiro,1828,11
29,Benguela,258,Rio de Janeiro,1828,15
186,Malembo,258,Rio de Janeiro,1828,5
255,Quilimane,258,Rio de Janeiro,1828,10
57,Cabinda,258,Rio de Janeiro,1828,26
153,Inhambane,258,Rio de Janeiro,1828,2
88,Congo River,258,Rio de Janeiro,1828,8
34,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",83,Cayenne,1829,1
125,Gallinhas,142,Havana,1829,8
42,Bonny,142,Havana,1829,1
250,Princes Island,142,Havana,1829,1
29,Benguela,258,Rio de Janeiro,1829,11
183,Madagascar,258,Rio de Janeiro,1829,1
3,Ambriz,258,Rio de Janeiro,1829,9
255,Quilimane,258,Rio de Janeiro,1829,10
186,Malembo,258,Rio de Janeiro,1829,14
204,Mozambique,258,Rio de Janeiro,1829,11
57,Cabinda,258,Rio de Janeiro,1829,34
88,Congo River,258,Rio de Janeiro,1829,6
153,Inhambane,258,Rio de Janeiro,1829,1
42,Bonny,142,Havana,1830,1
204,Mozambique,258,Rio de Janeiro,1830,10
3,Ambriz,258,Rio de Janeiro,1830,9
29,Benguela,258,Rio de Janeiro,1830,10
255,Quilimane,258,Rio de Janeiro,1830,8
186,Malembo,258,Rio de Janeiro,1830,1
88,Congo River,258,Rio de Janeiro,1830,4
57,Cabinda,258,Rio de Janeiro,1830,18
153,Inhambane,258,Rio de Janeiro,1830,6
42,Bonny,307,St. Thomas,1830,1
332,Whydah,142,Havana,1831,2
250,Princes Island,142,Havana,1831,2
167,"Lagos, Onim",142,Havana,1831,1
3,Ambriz,142,Havana,1831,1
266,River Brass,142,Havana,1831,1
263,Rio Pongo,195,Matanzas,1831,1
61,Cacheu,207,Nassau,1831,1
332,Whydah,142,Havana,1832,1
125,Gallinhas,142,Havana,1832,1
167,"Lagos, Onim",154,Isla de Pinas,1832,1
167,"Lagos, Onim",142,Havana,1833,1
263,Rio Pongo,142,Havana,1833,1
131,"Gold Coast, port unspecified",142,Havana,1833,1
33,"Bight of Benin, port unspecified",142,Havana,1833,1
329,"West Central Africa and St. Helena, port unspecified",160,Kingston,1833,1
29,Benguela,201,Montevideo,1833,1
29,Benguela,258,Rio de Janeiro,1833,1
3,Ambriz,258,Rio de Janeiro,1833,1
167,"Lagos, Onim",142,Havana,1834,2
125,Gallinhas,142,Havana,1834,1
35,Bights,142,Havana,1834,1
57,Cabinda,142,Havana,1834,1
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1834,1
29,Benguela,258,Rio de Janeiro,1834,1
329,"West Central Africa and St. Helena, port unspecified",258,Rio de Janeiro,1834,1
124,Gabon,258,Rio de Janeiro,1834,1
329,"West Central Africa and St. Helena, port unspecified",260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1834,2
250,Princes Island,142,Havana,1835,1
125,Gallinhas,142,Havana,1835,2
175,Loango,142,Havana,1835,2
88,Congo River,142,Havana,1835,3
57,Cabinda,142,Havana,1835,6
263,Rio Pongo,142,Havana,1835,1
42,Bonny,142,Havana,1835,2
167,"Lagos, Onim",142,Havana,1835,1
131,"Gold Coast, port unspecified",142,Havana,1835,1
204,Mozambique,195,Matanzas,1835,1
329,"West Central Africa and St. Helena, port unspecified",201,Montevideo,1835,1
3,Ambriz,259,Rio de Janeiro province,1835,2
29,Benguela,259,Rio de Janeiro province,1835,2
329,"West Central Africa and St. Helena, port unspecified",260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1835,4
329,"West Central Africa and St. Helena, port unspecified",66,Campos,1836,1
255,Quilimane,66,Campos,1836,1
250,Princes Island,142,Havana,1836,1
204,Mozambique,142,Havana,1836,2
332,Whydah,142,Havana,1836,1
63,Calabar,195,Matanzas,1836,1
63,Calabar,207,Nassau,1836,1
3,Ambriz,237,Ponta Negro,1836,1
3,Ambriz,258,Rio de Janeiro,1836,1
329,"West Central Africa and St. Helena, port unspecified",258,Rio de Janeiro,1836,2
88,Congo River,258,Rio de Janeiro,1836,1
29,Benguela,258,Rio de Janeiro,1836,5
29,Benguela,259,Rio de Janeiro province,1836,8
329,"West Central Africa and St. Helena, port unspecified",259,Rio de Janeiro province,1836,1
255,Quilimane,260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1836,2
204,Mozambique,260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1836,1
329,"West Central Africa and St. Helena, port unspecified",260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1836,5
29,Benguela,318,Trinidad de Cuba,1836,1
287,Sherbro,11,Antonia,1837,1
255,Quilimane,66,Campos,1837,3
29,Benguela,66,Campos,1837,1
70,Cap Lopez,66,Campos,1837,1
204,Mozambique,66,Campos,1837,2
204,Mozambique,142,Havana,1837,1
167,"Lagos, Onim",142,Havana,1837,2
266,River Brass,142,Havana,1837,1
255,Quilimane,150,Ilha de Marambaia,1837,1
125,Gallinhas,160,Kingston,1837,1
29,Benguela,187,Mangaratiba,1837,1
29,Benguela,190,Mariel,1837,1
125,Gallinhas,207,Nassau,1837,1
29,Benguela,237,Ponta Negro,1837,1
204,Mozambique,258,Rio de Janeiro,1837,1
75,Cape Verde Islands,258,Rio de Janeiro,1837,1
29,Benguela,258,Rio de Janeiro,1837,5
3,Ambriz,259,Rio de Janeiro province,1837,2
29,Benguela,259,Rio de Janeiro province,1837,8
255,Quilimane,259,Rio de Janeiro province,1837,1
329,"West Central Africa and St. Helena, port unspecified",260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1837,1
204,Mozambique,260,"Rio de Janeiro, Sao Paulo, Santa Catarina",1837,1
255,Quilimane,279,Santos,1837,1
204,Mozambique,312,Taipu,1837,1
255,Quilimane,319,Ubatuba,1837,1
255,Quilimane,19,Baia de Sepetiba,1838,2
255,Quilimane,66,Campos,1838,4
57,Cabinda,66,Campos,1838,1
88,Congo River,66,Campos,1838,1
204,Mozambique,66,Campos,1838,1
263,Rio Pongo,138,Guanimar,1838,1
88,Congo River,142,Havana,1838,1
204,Mozambique,142,Havana,1838,2
57,Cabinda,152,Ilha Grande,1838,2
29,Benguela,152,Ilha Grande,1838,2
204,Mozambique,152,Ilha Grande,1838,2
88,Congo River,152,Ilha Grande,1838,1
255,Quilimane,152,Ilha Grande,1838,1
125,Gallinhas,160,Kingston,1838,1
